x,y,class
-2.163373638916663,2.175912120296278,1.0
3.2146872332916776,-1.0285872252208483,1.0
-0.3601420879665304,-3.1696906002299436,1.0
-2.347914605235416,-1.6758058756443135,1.0
1.5702914319988286,2.3427277199539853,1.0
1.7255030119336041,2.573445499805211,1.0
2.5557677720952245,0.9764690858042775,1.0
2.2447680103108887,-2.5085726513998177,1.0
-2.6044991368625823,-1.9203009011304164,1.0
-0.7567689534046637,-2.805903597834088,1.0
2.635177989734209,0.34273710639768434,1.0
3.2124924053537454,-0.6147017250375453,1.0
1.4740939686686008,-2.586527388657954,1.0
0.7613204445891476,3.15706482732082,1.0
1.1136712240512492,2.438874985835086,1.0
1.1702755758517795,2.6316487352505638,1.0
-1.0031138785311948,2.8284370394646214,1.0
-2.9730624421533425,-0.4662238889444789,1.0
-2.647979736639323,1.2067423526657053,1.0
-0.800398229461589,3.020314598617297,1.0
-2.126193284868023,-1.8010414030144934,1.0
1.901392465901494,2.2835634839648495,1.0
-0.7914530923210632,2.9186530458877886,1.0
-2.071816975073187,2.30986729385664,1.0
-3.0233785158204034,0.8563737695486595,1.0
0.6083569629195817,-2.707567928760266,1.0
0.8374857554773559,2.559652487359144,1.0
-3.242523386448543,-0.29077929269662245,1.0
-2.5638755140587426,-1.682182055215144,1.0
2.729767210029274,0.8201197589360883,1.0
-2.582821085865195,-2.070425199586756,1.0
1.447674242702125,2.6539751455145564,1.0
2.96930821672139,1.2860773728361237,1.0
2.8594213362984386,-0.9512697561820509,1.0
3.3329036075484133,-0.7311076070219571,1.0
1.2021736628803883,-3.1280083686164533,1.0
-0.9926079216339819,2.778210190324644,1.0
2.611439421166089,1.839572584932294,1.0
-1.256530067235373,-2.8657012639645054,1.0
-3.044987047964305,1.2022220428770163,1.0
2.021450637306375,1.9475811304355566,1.0
-3.1357698663456786,0.0950566228474994,1.0
3.137005743549078,0.6885599791841771,1.0
2.2299136325965567,-1.4285392506670742,1.0
-0.15236625630520068,2.7591444936886598,1.0
-1.3540870423120714,-2.2103638577218265,1.0
-1.1139248632210854,2.7274138665523853,1.0
-3.1185522776923986,-0.3953189519980241,1.0
-3.1593441084254743,-0.9548069624546034,1.0
1.1998587379146841,2.7657679488729583,1.0
3.2651778768914688,-0.6317021693449615,1.0
0.4283694792065434,-2.690086437426337,1.0
2.4694822105173877,-0.9867416855996871,1.0
2.359698150891144,-1.834472899739618,1.0
-2.512839607165539,-1.7755044066828074,1.0
2.6399901718217067,-1.4111204600720668,1.0
2.196893097831214,1.3651750327831274,1.0
0.9928292594662109,2.8120568467565055,1.0
2.6292522771504574,0.7679418530092025,1.0
-1.4285690427102478,2.789397067775083,1.0
-2.3516709093573738,1.9786201253298044,1.0
-0.37607449857492314,2.7867628511300824,1.0
1.3755664578132751,-2.549850777532743,1.0
-1.7330472261675995,2.184117308434724,1.0
-0.5770159945939889,2.931210461912331,1.0
-3.07689044271732,-0.8458178658628601,1.0
1.7740356535266866,2.1699752251927813,1.0
0.9988189115221261,-2.935537278966049,1.0
2.58222613016825,1.306539703301456,1.0
2.831786507864789,-0.23384539398012316,1.0
0.4149580125164192,-2.949547700211175,1.0
0.8844760978930024,2.6492037128159565,1.0
2.8875311951222735,0.10022740599043976,1.0
1.1036370319228075,-2.530203210907006,1.0
-0.9085143044825762,-3.2690484413612997,1.0
-0.39548670739339253,-2.9809321138471296,1.0
0.3810967141104303,-2.8345509902565786,1.0
2.719394214857836,1.365101642064324,1.0
-1.8757473730148648,2.3124192605642975,1.0
2.2064762412596464,1.9667872736708338,1.0
2.0371066446307244,-2.3669145713082154,1.0
-2.2521494601455077,-2.2044919547266013,1.0
-1.4084335302618785,2.5280369602531674,1.0
2.657841133821576,1.121677888006529,1.0
-1.1010026040540646,2.7314386990610706,1.0
-1.155567079913364,2.2614846822572345,1.0
-0.34463878661025776,-2.6748508351540283,1.0
-2.1249879518069483,-2.489861268450276,1.0
2.5274802374897356,-2.16657371359454,1.0
-2.905349243346684,0.512428809374645,1.0
2.276393736258643,2.126780813919304,1.0
-0.7009260252117797,-2.980952525449071,1.0
0.24483363481644693,-3.6074774763975745,1.0
-2.987899995156404,-1.2108184967031201,1.0
0.3907191537988379,-2.9486423909125046,1.0
-2.8067578360101675,0.10947247425688646,1.0
-2.6514320116913646,-0.38131285614828103,1.0
-2.730970592837069,1.337016036607126,1.0
2.8124739343303413,0.45304760496766144,1.0
2.1151150349467627,1.7030843085424516,1.0
2.814893695215413,0.5632124673078488,1.0
-1.8223111701429264,-2.1043084940663848,1.0
-1.3130476445561983,3.068278625073725,1.0
-3.171723458421343,-0.17096654082143958,1.0
2.506776709175027,-1.645146164715483,1.0
0.01465739664493991,3.2959562365967514,1.0
-2.5499287564067283,1.6096411838134324,1.0
0.09860838275140836,-2.8260233127622185,1.0
0.4389248721021294,3.2753458027457283,1.0
2.751288397991558,1.4452408674355999,1.0
-0.6902542649953434,2.7058988983054397,1.0
1.5678457366216918,2.5129469721726796,1.0
2.553735012783791,-1.2076273735912437,1.0
0.9725907516292577,-2.5438539573895027,1.0
-2.130290964275523,-2.3680341337375395,1.0
2.337584969463986,-2.4439376742004653,1.0
0.900077239681374,-2.5670643786952683,1.0
