x,y,class
2.558691655321531,2.764159734882589,A
3.402441384913569,2.6059787206583014,A
2.3124413342414885,3.9951151803241993,A
2.431570424960036,2.654145939848733,A
2.5645217771456763,3.0358445895686694,A
2.410717678955745,2.9781201682474765,A
1.530570091478623,3.882785971609092,A
1.5317519414648044,2.279162554038311,A
2.9273076537857294,3.6482535899732063,A
2.1543772324868815,2.8750378860346166,A
0.4540282681600265,3.315428021713915,A
2.3884686779516704,3.956063521359667,A
2.786176883148804,2.6869439074011634,A
1.283261489795303,2.836975602413333,A
-0.9349374130059824,4.796278364303317,A
0.1574330906252681,2.048893017370492,A
2.560766883817202,1.8949488934882637,A
2.138550844505648,2.966126560010295,A
1.0471762533537774,4.287701053051107,A
2.565099857314756,3.321424985877295,A
2.609259651285129,2.9780159617514936,A
2.0501613545568484,1.926175434097943,A
1.827370272454045,3.3902047666807777,A
3.2092984320321305,3.071980346743835,A
2.323352997099701,4.538119499872511,A
1.8721638381746264,3.1273733530650087,A
1.3127926014988918,3.3765761126761085,A
3.633326272803706,2.5745449684925856,A
2.8367034696186666,2.0801406443538717,A
1.8959932013216956,3.192692093010477,A
2.1005772321095213,2.3271175511373388,A
1.7805754279571067,4.000147010077122,A
2.7571089023543096,1.5738048107598555,A
1.7939586544623756,3.117245721871741,A
1.1638351918358354,4.503723299381063,A
4.390296806315076,1.2597369054592586,A
2.38358087221388,1.9667962214577186,A
3.122589667660404,1.6314544025749784,A
0.41222794294135223,3.3104679788713565,A
1.8817906277213061,3.4146746516819797,A
2.322724443923327,2.6174406355166977,A
0.6750733516400647,2.5076864451785337,A
3.3033363901649917,3.208851978952291,A
3.6693855698032904,4.154377070043008,A
1.6790063279965848,2.347355352710193,A
3.3114090712488835,4.028367165830565,A
4.312795896232113,3.7536636886939445,A
3.4582075454896013,3.6663796201198227,A
1.0334998927809735,1.047907465367985,A
0.5347019485711919,3.4049669464047794,A
1.8289885761344162,3.9553555078320835,A
1.9972850361098018,5.37477651724309,A
0.5293907034831054,1.0545696664244268,A
2.4206830845118126,4.085930028741644,A
0.945960277028596,4.300341382237817,A
2.086798255299629,2.806121974365455,A
-0.21437587986280526,4.114441100905054,A
1.3490993837630856,1.8418163524227664,A
3.655733009218272,2.4561346734226888,A
1.5335779782921017,3.717460052502697,A
2.268474832763191,4.259285378020776,A
2.020266854947705,2.2215229309736304,A
2.005003577909188,3.1067448377191,A
3.2628253018133484,1.490849701100253,A
2.0217736763625456,2.419521236158233,A
2.6247725050085857,3.4767574448049983,A
1.675261549456257,3.3198499631267966,A
1.3451968000233423,1.7575277946558612,A
2.8808258274490006,3.860924748147791,A
1.5187148391067216,2.3124187561209633,A
1.681721148837929,3.711029067656812,A
2.3060021073176507,2.589798872073242,A
0.4383107486293436,2.7267083816513034,A
2.5621003366700883,2.875560105027905,A
1.5980850895430136,2.5219236278467294,A
1.4465089336717736,3.502161183992774,A
2.4705724200197374,3.6962142781450114,A
1.899013434460318,2.6547205533545983,A
2.0666571132803124,1.7466166004123853,A
1.9726294035616827,4.312270022168117,A
1.4715272651323468,2.600816574805674,A
0.6871056163980671,4.33564334049187,A
2.756893322088037,3.710545344721456,A
2.548050506582139,3.2507363559307016,A
2.885748486275822,3.670735915067099,A
1.968283205260887,2.6732556833599768,A
2.090871313509793,3.968644843927855,A
0.19841949328399844,2.848216004031615,A
2.3497005430998548,4.30875568961491,A
1.203571680276327,0.8422709206567136,A
2.181238613309506,3.0708937245796184,A
-0.13048880978371402,4.850689892861887,A
1.9062059676616137,2.4462891224165957,A
1.092355083698329,2.4670314885083036,A
2.9257390092498374,3.9185587430216087,A
2.784281653746557,2.5947789383845143,A
1.1969140286365896,2.5418946135075116,A
1.4970107461620823,2.3821072393332363,A
2.8091065336792975,1.36895441091681,A
1.8674884679403487,3.178499522035023,A
2.683381203903327,2.3671268852069494,A
2.891790190767078,0.983314397507975,A
2.286042564313587,1.2037768937941542,A
2.065350574965276,2.5253906840819966,A
0.3256793327057921,1.3947754590761736,A
1.427829635882258,2.9238638460851663,A
1.9537200716589926,2.9173943460860934,A
1.9217026064888967,2.1927961875747557,A
0.8220618894129075,1.8638713103968374,A
2.220621147173819,4.639551616095527,A
1.059916373788384,2.7093097380568683,A
2.793818586371917,1.590408863021183,A
1.9164316410406277,2.501589195663856,A
1.6720783280169054,4.702084282910688,A
1.1410651701069423,3.131721873680764,A
1.6986373557377172,1.7902938606442655,A
1.9506041094303956,3.509383234778235,A
1.684009144745134,3.7525205976277407,A
1.975592293921056,5.480598976087311,A
1.7330856230722855,3.2319979045034253,A
1.3097666160924764,3.5702821699030762,A
4.22204280861251,3.763914702636637,A
